item,class_id,class_name,th,default_name,obj_type,obj_mane,output_Measurement
Maximum,209720320,WAGES - WasteWater,209720336,Wastewater Volume Flow Rate Max (m^3/h),RegisterObj,NumericVariable_Register,
Maximum,209720320,WAGES - WasteWater,209720337,Wastewater Volume Flow Rate Max (m^3/min),RegisterObj,NumericVariable_Register,
Maximum,209720320,WAGES - WasteWater,209720338,Wastewater Volume Flow Rate Max (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764033,Min Current A,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764034,Min Current B,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764035,Min Current C,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764036,Min Current N,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764037,Min Current,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764038,Min Current Avg,RegisterObj,NumericVariable_Register,
Minimum,210764032,Current,210764039,Neutral Current Minimum,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764545,Min Power Factor A,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764546,Min Power Factor B,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764547,Min Power Factor C,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764548,Min Power Factor,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764549,Min Power Factor Total Load Direction,RegisterObj,NumericVariable_Register,
Minimum,210764544,Power Factor,210764550,Power Factor Signed Minimum,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765057,Min Active Power A,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765058,Min Active Power B,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765059,Min Active Power C,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765060,Min Active Power,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765061,Min Reactive Power A,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765062,Min Reactive Power B,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765063,Min Reactive Power C,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765064,Min Reactive Power,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765065,Min Apparent Power A,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765066,Min Apparent Power B,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765067,Min Apparent Power C,RegisterObj,NumericVariable_Register,
Minimum,210765056,Power,210765068,Min Apparent Power,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765569,Min Voltage A-B,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765570,Min Voltage A-N,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765571,Min Voltage B-C,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765572,Min Voltage B-N,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765573,Min Voltage C-A,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765574,Min Voltage C-N,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765575,Min Voltage L-L,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765576,Min Voltage L-L Avg,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765577,Min Voltage L-L Phase,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765578,Min Voltage L-N,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765579,Min Voltage L-N Avg,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765580,Min Voltage L-N Phase,RegisterObj,NumericVariable_Register,
Minimum,210765568,Voltage,210765581,Min Voltage N-E,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766081,Min Current Unbalance,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766082,Min Current Unbalance A,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766083,Min Current Unbalance B,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766084,Min Current Unbalance C,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766085,Min Current Unbalance Worst,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766086,Min Voltage Unbalance A-B,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766087,Min Voltage Unbalance A-N,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766088,Min Voltage Unbalance B-C,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766089,Min Voltage Unbalance B-N,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766090,Min Voltage Unbalance C-A,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766091,Min Voltage Unbalance C-N,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766092,Min Voltage Unbalance L-L,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766093,Min Voltage Unbalance L-L Phase,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766094,Min Voltage Unbalance L-L Worst,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766095,Min Voltage Unbalance L-N,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766096,Min Voltage Unbalance L-N Phase,RegisterObj,NumericVariable_Register,
Minimum,210766080,Unbalance,210766097,Min Voltage Unbalance L-N Worst,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766593,Min THD Current,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766594,Min THD Current A,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766595,Min THD Current B,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766596,Min THD Current C,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766597,Min THD Current E,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766598,Min THD Current N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766599,Min THD RMS Current A,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766600,Min THD RMS Current B,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766601,Min THD RMS Current C,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766602,Min THD RMS Current N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766603,Min THD RMS Voltage A-B,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766604,Min THD RMS Voltage A-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766605,Min THD RMS Voltage B-C,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766606,Min THD RMS Voltage B-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766607,Min THD RMS Voltage C-A,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766608,Min THD RMS Voltage C-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766609,Min THD Voltage A-B,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766610,Min THD Voltage A-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766611,Min THD Voltage B-C,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766612,Min THD Voltage B-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766613,Min THD Voltage C-A,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766614,Min THD Voltage C-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766615,Min THD Voltage L-L,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766616,Min THD Voltage L-L Phase,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766617,Min THD Voltage L-N,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766618,Min THD Voltage L-N Phase,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766619,Min THD Voltage N-E,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766620,Min THD Voltage V1,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766621,Min THD Voltage V2,RegisterObj,NumericVariable_Register,
Minimum,210766592,Harmonics,210766622,Min THD Voltage V3,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767105,Min Crest Factor Current A,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767106,Min Crest Factor Current B,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767107,Min Crest Factor Current C,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767108,Min Crest Factor Current E,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767109,Min Crest Factor Current N,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767110,Min Crest Factor Voltage A-B,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767111,Min Crest Factor Voltage A-N,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767112,Min Crest Factor Voltage B-C,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767113,Min Crest Factor Voltage B-N,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767114,Min Crest Factor Voltage C-A,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767115,Min Crest Factor Voltage C-N,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767117,Min K-Factor A,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767118,Min K-Factor B,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767119,Min K-Factor C,RegisterObj,NumericVariable_Register,
Minimum,210767104,Power Quality,210767120,Min K-Factor N,RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767617,Water Heat Flow Rate Min (BTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767618,Water Heat Flow Rate Min (BTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767619,Water Heat Flow Rate Min (J/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767620,Water Heat Flow Rate Min (kJ/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767621,Water Heat Flow Rate Min (MBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767622,Water Heat Flow Rate Min (MBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767623,Water Heat Flow Rate Min (MJ/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767624,Water Heat Flow Rate Min (MMBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767625,Water Heat Flow Rate Min (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767626,Water Mass Flow Rate Min (kg/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767627,Water Mass Flow Rate Min (kg/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767628,Water Mass Flow Rate Min (lb av/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767629,Water Mass Flow Rate Min (lb av/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767630,Water Mass Flow Rate Min (sh tn/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767631,Water Mass Flow Rate Min (t/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767632,Water Pressure Min (bar),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767633,Water Pressure Min (in Hg),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767634,Water Pressure Min (kPa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767635,Water Pressure Min (N/m^2),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767636,Water Pressure Min (Pa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767637,Water Pressure Min (psi),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767638,Water Pressure Return Min (bar),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767639,Water Pressure Return Min (in Hg),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767640,Water Pressure Return Min (kPa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767641,Water Pressure Return Min (N/m^2),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767642,Water Pressure Return Min (Pa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767643,Water Pressure Return Min (psi),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767644,Water Pressure Supply Min (bar),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767645,Water Pressure Supply Min (in Hg),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767646,Water Pressure Supply Min (kPa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767647,Water Pressure Supply Min (N/m^2),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767648,Water Pressure Supply Min (Pa),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767649,Water Pressure Supply Min (psi),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767650,Water Temperature Min (deg C),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767651,Water Temperature Min (deg F),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767652,Water Temperature Return Min (deg C),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767653,Water Temperature Return Min (deg F),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767654,Water Temperature Supply Min (deg C),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767655,Water Temperature Supply Min (deg F),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767656,Water Volume Flow Rate Delta Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767657,Water Volume Flow Rate Delta Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767658,Water Volume Flow Rate Delta Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767659,Water Volume Flow Rate Delta Min (gal/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767660,Water Volume Flow Rate Delta Min (gal/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767661,Water Volume Flow Rate Delta Min (gal/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767662,Water Volume Flow Rate Delta Min (L/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767663,Water Volume Flow Rate Delta Min (L/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767664,Water Volume Flow Rate Delta Min (L/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767665,Water Volume Flow Rate Delta Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767666,Water Volume Flow Rate Delta Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767667,Water Volume Flow Rate Delta Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767668,Water Volume Flow Rate Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767669,Water Volume Flow Rate Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767670,Water Volume Flow Rate Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767671,Water Volume Flow Rate Min (gal/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767672,Water Volume Flow Rate Min (gal/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767673,Water Volume Flow Rate Min (gal/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767674,Water Volume Flow Rate Min (L/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767675,Water Volume Flow Rate Min (L/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767676,Water Volume Flow Rate Min (L/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767677,Water Volume Flow Rate Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767678,Water Volume Flow Rate Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767679,Water Volume Flow Rate Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767680,Water Volume Flow Rate Return Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767681,Water Volume Flow Rate Return Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767682,Water Volume Flow Rate Return Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767683,Water Volume Flow Rate Return Min (gal/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767684,Water Volume Flow Rate Return Min (gal/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767685,Water Volume Flow Rate Return Min (gal/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767686,Water Volume Flow Rate Return Min (L/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767687,Water Volume Flow Rate Return Min (L/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767688,Water Volume Flow Rate Return Min (L/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767689,Water Volume Flow Rate Return Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767690,Water Volume Flow Rate Return Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767691,Water Volume Flow Rate Return Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767692,Water Volume Flow Rate Supply Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767693,Water Volume Flow Rate Supply Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767694,Water Volume Flow Rate Supply Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767695,Water Volume Flow Rate Supply Min (gal/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767696,Water Volume Flow Rate Supply Min (gal/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767697,Water Volume Flow Rate Supply Min (gal/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767698,Water Volume Flow Rate Supply Min (L/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767699,Water Volume Flow Rate Supply Min (L/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767700,Water Volume Flow Rate Supply Min (L/s),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767701,Water Volume Flow Rate Supply Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767702,Water Volume Flow Rate Supply Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210767616,WAGES - Water,210767703,Water Volume Flow Rate Supply Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768129,Air Heat Flow Rate Min (BTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768130,Air Heat Flow Rate Min (BTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768131,Air Heat Flow Rate Min (J/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768132,Air Heat Flow Rate Min (kJ/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768133,Air Heat Flow Rate Min (MBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768134,Air Heat Flow Rate Min (MBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768135,Air Heat Flow Rate Min (MJ/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768136,Air Heat Flow Rate Min (MMBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768137,Air Heat Flow Rate Min (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768138,Air Pressure Min (bar),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768139,Air Pressure Min (in Hg),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768140,Air Pressure Min (kPa),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768141,Air Pressure Min (N/m^2),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768142,Air Pressure Min (Pa),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768143,Air Pressure Min (psi),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768144,Air Temperature Min (deg C),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768145,Air Temperature Min (deg F),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768146,Air Volume Flow Rate Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768147,Air Volume Flow Rate Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768148,Air Volume Flow Rate Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768149,Air Volume Flow Rate Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768150,Air Volume Flow Rate Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768151,Air Volume Flow Rate Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768152,Air Volume Flow Rate Min (scf/h),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768153,Air Volume Flow Rate Min (scf/min),RegisterObj,NumericVariable_Register,
Minimum,210768128,WAGES - Air,210768154,Air Volume Flow Rate Min (scf/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768641,Natural Gas Energy Flow Rate Min (BTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768642,Natural Gas Energy Flow Rate Min (BTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768643,Natural Gas Energy Flow Rate Min (J/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768644,Natural Gas Energy Flow Rate Min (kJ/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768645,Natural Gas Energy Flow Rate Min (MBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768646,Natural Gas Energy Flow Rate Min (MBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768647,Natural Gas Energy Flow Rate Min (MJ/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768648,Natural Gas Energy Flow Rate Min (MMBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768649,Natural Gas Energy Flow Rate Min (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768650,Natural Gas Pressure Min (bar),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768651,Natural Gas Pressure Min (in Hg),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768652,Natural Gas Pressure Min (kPa),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768653,Natural Gas Pressure Min (N/m^2),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768654,Natural Gas Pressure Min (Pa),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768655,Natural Gas Pressure Min (psi),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768656,Natural Gas Volume Flow Rate Min (cf/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768657,Natural Gas Volume Flow Rate Min (cf/min),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768658,Natural Gas Volume Flow Rate Min (cf/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768659,Natural Gas Volume Flow Rate Min (m^3/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768660,Natural Gas Volume Flow Rate Min (m^3/min),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768661,Natural Gas Volume Flow Rate Min (m^3/s),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768662,Natural Gas Volume Flow Rate Min (scf/h),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768663,Natural Gas Volume Flow Rate Min (scf/min),RegisterObj,NumericVariable_Register,
Minimum,210768640,WAGES - Gas,210768664,Natural Gas Volume Flow Rate Min (scf/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769153,Energy Consumption Rate Min (BTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769154,Energy Consumption Rate Min (BTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769155,Energy Consumption Rate Min (J/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769156,Energy Consumption Rate Min (kJ/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769157,Energy Consumption Rate Min (MBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769158,Energy Consumption Rate Min (MBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769159,Energy Consumption Rate Min (MJ/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769160,Energy Consumption Rate Min (MMBTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769161,Energy Consumption Rate Min (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769162,Energy Consumption Rate Delta Min (BTU 59/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769163,Energy Consumption Rate Delta Min (BTU ISO/h),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769164,Energy Consumption Rate Delta Min (J/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769165,Energy Consumption Rate Delta Min (kJ/s),RegisterObj,NumericVariable_Register,
Minimum,210769152,WAGES - Electric,210769166,Energy Consumption Rate Delta Min (MBTU 59/h),RegisterObj,NumericVariable_Register,
